Student_Id;First_Name;Last_Name;Nationality;Major;Gender;Honor_Code_Violation
13642;Georgetta;Bright;German;Biology;Female;No
13643;Georgette;Witt;Spanish;Biology;Female;No
13644;Georgia;Stuart;Mexican;Biology;Female;No
13645;Georgiana;Hays;USA;Biology;Female;No
13646;Georgiann;Holden;USA;Biology;Female;No
13647;Georgianna;Rutledge;USA;Biology;Female;No
13648;Georgianne;Kinney;USA;Biology;Female;No
13649;Georgie;Clements;USA;Biology;Female;No
13650;Georgina;Castaneda;USA;Biology;Female;No
13651;Georgine;Slater;Great Britain;Biology;Female;No
13652;Gerald;Hahn;USA;Biology;Female;No
13653;Geraldine;Emerson;USA;Biology;Female;No
13654;Geralyn;Conrad;Korean;Biology;Female;No
13655;Gerda;Burks;USA;Biology;Female;No
13656;Geri;Delaney;Russian;Biology;Female;No
13657;Germaine;Pate;German;Biology;Female;No
13658;Gerri;Lancaster;Spanish;Criminal Justice;Female;No
13659;Gerry;Sweet;Mexican;Combined major in Classics;Female;No
13660;Gertha;Justice;USA;Criminal Justice;Female;No
13661;Gertie;Tyson;USA;Criminal Justice;Female;No
13662;Gertrud;Sharpe;USA;Criminal Justice;Female;No
13663;Gertrude;Whitfield;Dutch;Criminal Justice;Female;No
13664;Gertrudis;Talley;USA;Anthropology;Female;No
13665;Gertude;Macias;USA;Criminal Justice;Female;No
13666;Ghislaine;Irwin;Great Britain;Criminal Justice;Female;No
13667;Gia;Burris;USA;Criminal Justice;Female;No
13668;Gianna;Ratliff;USA;Criminal Justice;Female;No
13669;Gidget;Mccray;Korean;Criminal Justice;Female;No
13670;Gigi;Madden;USA;Criminal Justice;Female;No
13671;Gilberte;Kaufman;Russian;Criminal Justice;Female;No
13672;Gilda;Beach;German;Biology;Female;No
13673;Gillian;Goff;Spanish;Biology;Female;No
13674;Gilma;Cash;Mexican;Biology;Female;No
13675;Gina;Bolton;USA;Biology;Female;No
13676;Ginette;Mcfadden;USA;Biology;Female;No
13677;Ginger;Levine;USA;Biology;Female;No
13678;Ginny;Good;Dutch;Biology;Female;No
13679;Giovanna;Byers;USA;Biology;Female;No
13680;Gisela;Kirkland;USA;Biology;Female;No
13681;Gisele;Kidd;Great Britain;Biology;Female;No
13682;Giselle;Workman;USA;Biology;Female;No
13683;Gita;Carney;USA;Biology;Female;No
13684;Giuseppina;Dale;Korean;Biology;Female;No
13685;Gladis;Mcleod;USA;Biology;Female;No
13686;Glady;Holcomb;USA;Biology;Female;No
13687;Gladys;England;German;Biology;Female;No
13688;Glayds;Finch;Spanish;Biology;Female;No
13689;Glenda;Head;Mexican;Biology;Female;No
13690;Glendora;Burt;USA;Biology;Female;No
13691;Glenn;Hendrix;USA;Biology;Female;No
13692;Glenna;Sosa;USA;Biology;Female;No
13693;Glennie;Haney;Dutch;Biology;Female;No
13694;Glennis;Franks;USA;Biology;Female;No
13695;Glinda;Sargent;USA;Biology;Female;No
13696;Gloria;Nieves;Great Britain;Biology;Female;No
13697;Glory;Downs;USA;Biology;Female;No
13698;Glynda;Rasmussen;USA;Biology;Female;No
13699;Glynis;Bird;Korean;Biology;Female;No
13700;Golda;Hewitt;USA;Biology;Female;No
13701;Golden;Lindsay;USA;Biology;Female;No
13702;Goldie;Le;German;Criminal Justice;Female;No
13703;Grace;Foreman;Spanish;Criminal Justice;Female;No
13704;Gracia;Valencia;Mexican;Criminal Justice;Female;No
13705;Gracie;Oneil;USA;Criminal Justice;Female;No
13706;Graciela;Delacruz;USA;Criminal Justice;Female;No
13707;Grayce;Vinson;USA;Criminal Justice;Female;No
13708;Grazyna;Dejesus;Dutch;Criminal Justice;Female;No
13709;Gregoria;Hyde;USA;Criminal Justice;Female;No
13710;Gregory;Forbes;USA;Criminal Justice;Female;No
13711;Greta;Gilliam;Great Britain;Combined major in French;Female;No
13712;Gretchen;Guthrie;USA;Combined major in Greek;Female;No
13713;Gretta;Wooten;USA;Psychology;Female;No
13714;Gricelda;Huber;Korean;Mathematics;Female;No
13715;Grisel;Barlow;USA;Interdisciplinary Studies;Female;No
13716;Griselda;Boyle;USA;Physics - Interdisciplinary;Female;No
13717;Guadalupe;Mcmahon;German;Religious Studies;Female;No
13718;Gudrun;Buckner;Spanish;Art, Studio;Female;No
13719;Guillermina;Rocha;Mexican;Political Science;Female;No
13720;Gussie;Puckett;USA;Journalism;Female;No
13721;Gwen;Langley;USA;Leadership Studies;Female;No
13722;Gwenda;Knowles;USA;Classical Civilization;Female;No
13723;Gwendolyn;Cooke;Dutch;Interdisciplinary Studies;Female;No
13724;Gwenn;Velazquez;USA;Philosophy, Politics, Economics and Law (PPEL);Female;No
13725;Gwyn;Whitley;USA;Computer Science;Female;No
13726;Gwyneth;Noel;Great Britain;Film Studies;Female;No
13727;Ha;Vang;USA;Political Science;Female;No
13728;Hae;Shea;USA;Combined major in WGSS;Female;No
13729;Hailey;Rouse;Korean;English;Female;No
13730;Haley;Hartley;USA;Business Administration;Female;No
13731;Halina;Mayfield;USA;History;Female;No
13732;Halley;Elder;German;Mathematics;Female;No
13733;Hallie;Rankin;Spanish;Mathematics;Female;No
13734;Han;Hanna;Mexican;Theatre;Female;No
13735;Hana;Cowan;USA;Leadership Studies;Female;No
13736;Hang;Lucero;USA;Italian Studies;Female;No
13737;Hanh;Arroyo;USA;Mathematics;Female;No
13738;Hanna;Slaughter;Dutch;Computer Science;Female;No
13739;Hannah;Haas;USA;Mathematical Economics;Female;No
13740;Hannelore;Oconnell;USA;Dance;Female;No
13741;Harmony;Minor;Great Britain;Philosophy;Female;No
13742;Harold;Kendrick;USA;Music;Female;No
13743;Harriet;Shirley;USA;Combined major in Classics;Female;No
13744;Harriett;Kendall;Korean;Physics - Interdisciplinary;Female;No
13745;Harriette;Boucher;USA;Philosophy, Politics, Economics and Law (PPEL);Female;No
13746;Hassie;Archer;USA;Leadership Studies;Female;No
13747;Hattie;Boggs;German;LAIS and International Business;Female;No
13748;Haydee;Odell;Spanish;Criminal Justice;Female;No
13749;Hayley;Dougherty;Mexican;Environmental Studies;Female;No
13750;Hazel;Andersen;Japanese;Anthropology;Female;No
13751;Heather;Newell;Native American;Psychology;Female;No
13752;Hedwig;Crowe;USA;Criminal Justice;Female;No
13753;Hedy;Wang;Dutch;Criminal Justice;Female;No
13754;Hee;Friedman;USA;Criminal Justice;Female;No
13755;Heide;Bland;USA;Art History;Female;No
13756;Heidi;Swain;Great Britain;Chinese Studies;Female;No
13757;Heidy;Holley;USA;Criminal Justice;Female;No
13758;Heike;Felix;USA;Criminal Justice;Female;No
13759;Helaine;Pearce;Korean;Criminal Justice;Female;No
13760;Helen;Childs;USA;Criminal Justice;Female;No
13761;Helena;Yarbrough;USA;Criminal Justice;Female;No
13762;Helene;Galvan;German;Criminal Justice;Female;No
13763;Helga;Proctor;Spanish;Criminal Justice;Female;No
13764;Hellen;Meeks;Mexican;Criminal Justice;Female;No
13765;Henrietta;Lozano;Japanese;Criminal Justice;Female;No
13766;Henriette;Mora;USA;Anthropology;Female;No
13767;Henry;Rangel;USA;Criminal Justice;Female;No
13768;Herlinda;Bacon;Dutch;Criminal Justice;Female;No
13769;Herma;Villanueva;USA;Criminal Justice;Female;No
13770;Hermelinda;Schaefer;USA;Business Administration;Female;Yes
13771;Hermila;Rosado;Great Britain;Business Administration;Female;No
13772;Hermina;Helms;USA;Business Administration;Female;No
13773;Hermine;Boyce;USA;Business Administration;Female;No
13774;Herminia;Goss;Korean;Business Administration;Female;No
13775;Herta;Stinson;USA;Business Administration;Female;No
13776;Hertha;Smart;USA;Business Administration;Female;No
13777;Hester;Lake;German;Business Administration;Female;No
13778;Hettie;Ibarra;Spanish;Business Administration;Female;No
13779;Hiedi;Hutchins;Mexican;Business Administration;Female;No
13780;Hien;Covington;Japanese;Business Administration;Female;No
13781;Hilaria;Reyna;USA;Business Administration;Female;No
13782;Hilary;Gregg;USA;Business Administration;Female;No
13783;Hilda;Werner;Dutch;Business Administration;Female;No
13784;Hilde;Crowley;USA;Business Administration;Female;No
13785;Hildegard;Hatcher;USA;Anthropology;Female;No
13786;Hildegarde;Mackey;Great Britain;Business Administration;Female;No
13787;Hildred;Bunch;USA;Business Administration;Female;No
13788;Hillary;Womack;USA;Business Administration;Female;No
13789;Hilma;Polk;Korean;Business Administration;Female;No
13790;Hiroko;Jamison;USA;Business Administration;Female;No
13791;Hisako;Dodd;USA;Business Administration;Female;No
13792;Hoa;Childress;German;Criminal Justice;Female;No
13793;Holley;Childers;Spanish;Criminal Justice;Female;No
13794;Holli;Camp;Mexican;Criminal Justice;Female;No
13795;Hollie;Villa;Japanese;Criminal Justice;Female;No
13796;Hollis;Dye;USA;Criminal Justice;Female;No
13797;Holly;Springer;USA;Criminal Justice;Female;No
13798;Honey;Mahoney;Dutch;Criminal Justice;Female;No
13799;Hong;Dailey;USA;Criminal Justice;Female;No
13800;Hope;Belcher;USA;Biology;Female;No
13801;Hortencia;Lockhart;Great Britain;Biology;Female;No
13802;Hortense;Griggs;USA;Biology;Female;No
13803;Hortensia;Costa;USA;Biology;Female;No
13804;Hsiu;Connor;Korean;Biology;Female;No
13805;Hue;Brandt;USA;Biology;Female;No
13806;Hui;Winter;USA;Biology;Female;No
13807;Hulda;Walden;German;Biology;Female;No
13808;Huong;Moser;Spanish;Biology;Female;No
13809;Hwa;Tracy;Mexican;Biology;Female;No
13810;Hyacinth;Tatum;Japanese;Biology;Female;No
13811;Hye;Mccann;USA;Biology;Female;No
13812;Hyo;Akers;USA;Sociology;Female;No
13813;Hyon;Lutz;Dutch;Biology;Female;No
13814;Hyun;Pryor;USA;Biology;Female;No
13815;Ida;Law;USA;Biology;Female;No
13816;Idalia;Orozco;Great Britain;Biology;Female;No
13817;Idell;Mcallister;USA;Sociology;Female;No
13818;Idella;Lugo;USA;Biology;Female;No
13819;Iesha;Davies;Korean;Biology;Female;No
13820;Ignacia;Shoemaker;USA;Biology;Female;No
13821;Ila;Madison;USA;Biology;Female;No
13822;Ilana;Rutherford;German;Sociology;Female;No
13823;Ilda;Newsome;Spanish;Biology;Female;No
13824;Ileana;Magee;USA;Biology;Female;No
13825;Ileen;Chamberlain;Japanese;Biology;Female;No
13826;Ilene;Blanton;USA;Biology;Female;No
13827;Iliana;Simms;USA;Sociology;Female;No
13828;Illa;Godfrey;Dutch;Biology;Female;No
13829;Ilona;Flanagan;USA;Biology;Female;No
13830;Ilse;Crum;USA;Biology;Female;No
13831;Iluminada;Cordova;Great Britain;Biology;Female;No
13832;Ima;Escobar;USA;Women, Gender and Sexuality Studies;Female;No
13833;Imelda;Downing;USA;Biology;Female;No
13834;Imogene;Sinclair;Korean;Biology;Female;No
13835;In;Donahue;USA;Biology;Female;No
13836;Ina;Krueger;USA;Criminal Justice;Female;No
13837;India;Mcginnis;German;Sociology;Female;No
13838;Indira;Gore;Spanish;Criminal Justice;Female;No
13839;Inell;Farris;USA;Criminal Justice;Female;No
13840;Ines;Webber;Japanese;Criminal Justice;Female;No
13841;Inez;Corbett;USA;Criminal Justice;Female;No
13842;Inga;Andrade;USA;Sociology;Female;No
13843;Inge;Starr;Dutch;Criminal Justice;Female;No
13844;Ingeborg;Lyon;USA;English;Female;No
13845;Inger;Yoder;USA;Combined major in French;Female;No
13846;Ingrid;Hastings;Great Britain;Combined major in Greek;Female;No
13847;Inocencia;Mcgrath;USA;Sociology;Female;No
13848;Iola;Spivey;USA;Mathematics;Female;No
13849;Iona;Krause;Korean;Philosophy;Female;No
13850;Ione;Harden;USA;Business Administration;Female;No
13851;Ira;Crabtree;USA;Business Administration;Female;No
13852;Iraida;Kirkpatrick;German;Sociology;Female;No
13853;Irena;Hollis;Spanish;Business Administration;Female;No
13854;Irene;Brandon;USA;Business Administration;Female;No
13855;Irina;Arrington;Japanese;Business Administration;Female;No
13856;Iris;Ervin;USA;Business Administration;Female;No
13857;Irish;Clifton;USA;Business Administration;Female;No
13858;Irma;Ritter;USA;Business Administration;Female;No
13859;Irmgard;Mcghee;USA;Business Administration;Female;No
13860;Isa;Bolden;USA;Business Administration;Female;No
13861;Isabel;Maloney;Great Britain;Business Administration;Female;Yes
13862;Isabell;Gagnon;USA;Business Administration;Female;No
13863;Isabella;Dunbar;USA;Business Administration;Female;No
13864;Isabelle;Ponce;Korean;Business Administration;Female;No
13865;Isadora;Pike;USA;Business Administration;Female;No
13866;Isaura;Mayes;USA;Business Administration;Female;No
13867;Isela;Heard;German;Business Administration;Female;No
13868;Isidra;Beatty;Spanish;Business Administration;Female;No
13869;Isis;Mobley;USA;Business Administration;Female;No
13870;Isobel;Kimball;Japanese;Business Administration;Female;No
13871;Iva;Butts;USA;Business Administration;Female;No
13872;Ivana;Montes;USA;Business Administration;Female;No
13873;Ivelisse;Herbert;USA;Business Administration;Female;No
13874;Ivette;Grady;USA;Business Administration;Female;No
13875;Ivey;Eldridge;USA;Business Administration;Female;No
13876;Ivonne;Braun;Great Britain;Business Administration;Female;No
13877;Ivory;Hamm;USA;Business Administration;Female;No
13878;Ivy;Gibbons;USA;Business Administration;Female;No
13879;Izetta;Seymour;Korean;Business Administration;Female;No
13880;Izola;Moyer;USA;Interdisciplinary Studies;Female;No
13881;Ja;Manley;USA;Physics - Interdisciplinary;Female;No
13882;Jacalyn;Herron;German;Religious Studies;Female;No
13883;Jacelyn;Plummer;Spanish;Latin;Female;No
13884;Jacinda;Elmore;USA;Latin American and Iberian Studies;Female;No
13885;Jacinta;Cramer;Japanese;LAIS and International Business;Female;No
13886;Jack;Gary;USA;Mathematical Economics;Female;No
13887;Jackeline;Rucker;USA;Women, Gender and Sexuality Studies;Female;No
13888;Jackelyn;Hilton;USA;Italian Studies;Female;No
13889;Jacki;Blue;USA;Political Science;Female;No
13890;Jackie;Pierson;USA;Film Studies;Female;No
13891;Jacklyn;Fontenot;Great Britain;Philosophy, Politics, Economics and Law (PPEL);Female;No
13892;Jackqueline;Field;USA;Rhetoric and Communication Studies;Female;No
13893;Jaclyn;Rubio;USA;Russian Studies;Female;No
13894;Jacqualine;Grace;Korean;Combined major in Latin;Female;No
13895;Jacque;Goldstein;Indonesian;Combined major in Theatre;Female;No
13896;Jacquelin;Elkins;USA;Combined major in WGSS;Female;No
13897;Jacqueline;Wills;German;French;Female;No
13898;Jacquelyn;Novak;Spanish;Environmental Studies;Female;No
13899;Jacquelyne;John;USA;French;Female;No
13900;Jacquelynn;Hickey;Japanese;Combined major in Classics;Female;No
13901;Jacquetta;Worley;USA;Computer Science;Female;No
13902;Jacqui;Gorman;USA;French and International Business;Female;No
13903;Jacquie;Katz;USA;Italian Studies;Female;No
13904;Jacquiline;Dickinson;USA;Environmental Studies;Female;No
13905;Jacquline;Broussard;USA;German and International Business;Female;No
13906;Jacqulyn;Fritz;Great Britain;Healthcare and Society;Female;No
13907;Jada;Woodruff;USA;Leadership Studies;Female;No
13908;Jade;Crow;USA;History;Female;No
13909;Jadwiga;Christopher;Korean;Psychology;Female;No
13910;Jae;Britton;Indonesian;Political Science;Female;No
13911;Jaime;Forrest;USA;International Studies;Female;No
13912;Jaimee;Nance;German;Film Studies;Female;No
13913;Jaimie;Lehman;Spanish;Leadership Studies;Female;No
13914;Jaleesa;Bingham;USA;Combined major in French;Female;No
13915;Jalisa;Zuniga;Japanese;Combined major in German;Female;No
13916;Jama;Whaley;USA;English;Female;No
13917;Jame;Shafer;USA;Combined major in Greek;Female;No
13918;Jamee;Coffman;USA;Philosophy;Female;No
13919;James;Steward;USA;French and International Business;Female;No
13920;Jamey;Delarosa;USA;Journalism;Female;No
13921;Jami;Nix;Great Britain;Interdisciplinary Studies;Female;No
13922;Jamie;Neely;USA;Italian and International Business;Female;No
13923;Jamika;Numbers;USA;Leadership Studies;Female;No
13924;Jamila;Mata;Korean;Latin;Female;No
13925;Jammie;Manuel;Indonesian;Latin American and Iberian Studies;Female;No
13926;Jan;Davila;USA;Physics - Interdisciplinary;Female;No
13927;Jana;Mccabe;German;Philosophy;Female;No
13928;Janae;Kessler;Spanish;Italian Studies;Female;No
13929;Janay;Emery;USA;Mathematics;Female;No
13930;Jane;Bowling;Japanese;Combined major in Classics;Female;No
13931;Janean;Hinkle;USA;Religious Studies;Female;No
13932;Janee;Welsh;USA;Political Science;Female;No
13933;Janeen;Pagan;USA;LAIS and International Business;Female;No
13934;Janel;Goldberg;Nigerian;Economics (Arts & Sciences);Female;No
13935;Janell;Goins;USA;Mathematical Economics;Female;No
13936;Janella;Crouch;Great Britain;Music;Female;No
13937;Janelle;Cuevas;USA;Philosophy, Politics, Economics and Law (PPEL);Female;No
13938;Janene;Quinones;USA;Art, Studio;Female;No
13939;Janessa;Mcdermott;Korean;German Studies;Female;No
13940;Janet;Hendrickson;Indonesian;Mathematics;Female;No
13941;Janeth;Samuels;USA;Rhetoric and Communication Studies;Female;No
13942;Janett;Denton;German;Chinese Studies;Female;No
13943;Janetta;Bergeron;Spanish;Russian Studies;Female;No
13944;Janette;Lam;USA;Psychology;Female;No
13945;Janey;Ivey;Japanese;Art History;Female;No
13946;Jani;Locke;USA;English;Female;No
13947;Janice;Haines;USA;Combined major in French;Female;No
13948;Janie;Thurman;USA;Combined major in Latin;Female;No
13949;Janiece;Snell;USA;Political Science;Female;No
13950;Janina;Hoskins;USA;Combined major in Greek;Female;No
13951;Janine;Byrne;Great Britain;Combined major in Theatre;Female;No
13952;Janis;Milton;USA;Pyschology;Female;No
13953;Janise;Winston;USA;Film Studies;Female;No
13954;Janita;Arthur;Korean;Environmental Studies;Female;No
13955;Jann;Arias;Indonesian;Leadership Studies;Female;No
13956;Janna;Stanford;USA;French;Female;No
13957;Jannet;Roe;German;French and International Business;Female;No
13958;Jannette;Corbin;Spanish;Italian Studies;Female;No
13959;Jannie;Beltran;USA;German Studies;Female;No
13960;January;Chappell;Japanese;German and International Business;Female;No
13961;Janyce;Hurt;USA;German and International Business;Female;No
13962;Jaqueline;Downey;USA;Interdisciplinary Studies;Female;No
13963;Jaquelyn;Dooley;USA;Religious Studies;Female;No
13964;Jasmin;Tuttle;USA;Healthcare and Society;Female;No
13965;Jasmine;Couch;USA;Women, Gender and Sexuality Studies;Female;No
13966;Jason;Payton;Great Britain;Combined major in Classics;Female;No
13967;Jaunita;Mcelroy;USA;Economics (Arts & Sciences);Female;No
13968;Jay;Crockett;USA;Philosophy;Female;No
13969;Jaye;Groves;Korean;International Studies;Female;No
13970;Jayme;Clement;Indonesian;International Studies;Female;No
13971;Jaymie;Leslie;USA;Political Science;Female;No
13972;Jayna;Cartwright;German;Latin;Female;No
13973;Jayne;Dickey;Spanish;Interdisciplinary Studies;Female;No
13974;Jazmin;Mcgill;USA;Latin American and Iberian Studies;Female;No
13975;Jazmine;Dubois;Japanese;Physics - Interdisciplinary;Female;No
13976;Jean;Muniz;USA;LAIS and International Business;Female;No
13977;Jeana;Erwin;USA;Leadership Studies;Female;No
13978;Jeane;Self;USA;Italian Studies;Female;No
13979;Jeanelle;Tolbert;USA;Mathematics;Female;No
13980;Jeanene;Dempsey;USA;English;Female;No
13981;Jeanett;Cisneros;Great Britain;Philosophy;Female;No
13982;Jeanetta;Sewell;USA;Healthcare and Society;Female;No
13983;Jeanette;Latham;USA;Psychology;Female;No
13984;Jeanice;Garland;Korean;Combined major in French;Female;No
13985;Jeanie;Vigil;Indonesian;Psychology;Female;No
13986;Jeanine;Tapia;USA;Journalism;Female;No
13987;Jeanmarie;Sterling;German;Classical Civilization;Female;No
13988;Jeanna;Rainey;Spanish;Combined major in Greek;Female;No
13989;Jeanne;Norwood;USA;Journalism;Female;No
13990;Jeannetta;Lacy;Japanese;Leadership Studies;Female;No
13991;Jeannette;Stroud;USA;Mathematics;Female;No
13992;Jeannie;Meade;USA;Film Studies;Female;No
13993;Jeannine;Amos;USA;Physics - Interdisciplinary;Female;No
13994;Jeffie;Tipton;USA;Religious Studies;Female;No
13995;Jeffrey;Lord;USA;Mathematical Economics;Female;No
13996;Jen;Kuhn;Great Britain;Music;Female;No
13997;Jena;Hilliard;USA;Economics (Arts & Sciences);Female;No
13998;Jenae;Bonilla;USA;Combined major in Classics;Female;No
13999;Jene;Teague;Korean;Leadership Studies;Female;No
14000;Jenee;Courtney;Indonesian;Political Science;Female;No
14001;Jenell;Gunn;USA;Political Science;Female;No
14002;Jenelle;Ho;German;Philosophy, Politics, Economics and Law (PPEL);Female;No
14003;Jenette;Greenwood;Spanish;Rhetoric and Communication Studies;Female;No
14004;Jeneva;Correa;USA;Italian Studies;Female;No
14005;Jeni;Reece;Japanese;Russian Studies;Female;No
14006;Jenice;Weston;USA;Art History;Female;No
14007;Jenifer;Poe;USA;Combined major in Latin;Female;No
14008;Jeniffer;Trent;USA;Chinese and International Business;Female;No
14009;Jenine;Pineda;USA;History;Female;No
14010;Jenise;Phipps;USA;Anthropology;Female;No
14011;Jenna;Frey;Great Britain;Environmental Studies;Female;No
14012;Jennefer;Kaiser;USA;Interdisciplinary Studies;Female;No
14013;Jennell;Ames;USA;English;Female;No
14014;Jennette;Paige;Korean;French;Female;No
14015;Jenni;Gunter;USA;French and International Business;Female;No
14016;Jennie;Schmitt;USA;German Studies;Female;No
14017;Jennifer;Milligan;German;Women, Gender and Sexuality Studies;Female;No
14018;Jenniffer;Espinosa;Spanish;Combined major in French;Female;No
14019;Jennine;Carlton;USA;Women, Gender and Sexuality Studies;Female;No
14020;Jenny;Bowden;Japanese;Psychology;Female;No
14021;Jeraldine;Vickers;USA;Healthcare and Society;Female;No
14022;Jeremy;Lowry;USA;Combined major in Greek;Female;No
14023;Jeri;Pritchard;USA;Film Studies;Female;No
14024;Jerica;Costello;USA;History;Female;No
14025;Jerilyn;Piper;USA;Political Science;Female;No
14026;Jerlene;Mcclellan;Great Britain;Italian Studies;Female;No
14027;Jerri;Lovell;USA;Mathematics;Female;No
14028;Jerrica;Drew;USA;Economics (Arts & Sciences);Female;No
14029;Jerrie;Sheehan;Korean;International Studies;Female;No
14030;Jerry;Quick;USA;Italian and International Business;Female;No
14031;Jesenia;Hatch;USA;Combined major in Classics;Female;No
14032;Jesica;Dobson;German;Philosophy;Female;No
14033;Jesse;Singh;Spanish;Dance;Female;No
14034;Jessenia;Jeffries;USA;Religious Studies;Female;No
14035;Jessi;Hollingsworth;Japanese;Latin;Female;No
14036;Jessia;Sorensen;USA;Interdisciplinary Studies;Female;No
14037;Jessica;Meza;USA;International Studies;Female;No
14038;Jessie;Fink;USA;Mathematics;Female;No
14039;Jessika;Donnelly;USA;Women, Gender and Sexuality Studies;Female;No
14040;Jestine;Burrell;USA;Physics - Interdisciplinary;Female;No
14041;Jesus;Bruno;Great Britain;Latin American and Iberian Studies;Female;No
14042;Jesusa;Tomlinson;USA;LAIS and International Business;Female;No
14043;Jesusita;Colbert;USA;Mathematical Economics;Female;No
14044;Jetta;Billings;USA;English;Female;No
14045;Jettie;Ritchie;USA;Leadership Studies;Female;No
14046;Jewel;Helton;USA;Journalism;Female;No
14047;Jewell;Sutherland;USA;Music;Female;No
14048;Ji;Peoples;USA;Philosophy, Politics, Economics and Law (PPEL);Female;No
14049;Jill;Mcqueen;USA;Rhetoric and Communication Studies;Female;No
14050;Jillian;Gaston;USA;Russian Studies;Female;No
14051;Jimmie;Thomason;USA;Combined major in French;Female;No
14052;Jimmy;Mckinley;USA;Combined major in German;Female;No
14053;Jin;Givens;USA;Greek;Female;No
14054;Jina;Crocker;USA;Combined major in Theatre;Female;No
14055;Jinny;Vogel;USA;Psychology;Female;No
14056;Jo;Robison;USA;Criminal Justice;Female;No
14057;Joan;Dunham;USA;Physics - Interdisciplinary;Female;No
14058;Joana;Coker;USA;Economics (Arts & Sciences);Female;No
14059;Joane;Swartz;USA;Classical Civilization;Female;No
14060;Joanie;Keys;USA;Religious Studies;Female;No
14061;Joann;Lilly;USA;Dance;Female;No
14062;Joanna;Ladner;USA;Political Science;Female;No
14063;Joanne;Hannah;USA;Combined major in Classics;Female;No
14064;Joannie;Willard;USA;Journalism;Female;No
14065;Joaquina;Richter;USA;Art History;Female;No
14066;Jocelyn;Hargrove;USA;Film Studies;Female;No
14067;Jodee;Edmonds;USA;Philosophy;Female;No
14068;Jodi;Brantley;USA;Combined major in WGSS;Female;No
14069;Jodie;Albright;USA;Italian and International Business;Female;No
14070;Jody;Murdock;USA;Leadership Studies;Female;No
14071;Joe;Boswell;USA;Environmental Studies;Female;No
14072;Joeann;Muller;USA;French;Female;No
14073;Joel;Quintero;USA;Political Science;Female;No
14074;Joella;Padgett;USA;Mathematics;Female;No
14075;Joelle;Kenney;USA;French and International Business;Female;No
14076;Joellen;Daly;USA;English;Female;No
14077;Joetta;Connolly;USA;Italian Studies;Female;No
14078;Joette;Pierre;USA;Interdisciplinary Studies;Female;No
14079;Joey;Inman;USA;Journalism;Female;No
14080;Johana;Quintana;USA;German Studies;Female;No
14081;Johanna;Lund;USA;German and International Business;Female;No
14082;Johanne;Barnard;USA;Healthcare and Society;Female;No
14083;John;Villegas;USA;History;Female;No
14084;Johna;Simons;USA;Political Science;Female;No
14085;Johnetta;Land;USA;International Studies;Female;No
14086;Johnette;Huggins;Chinese;Combined major in French;Female;No
14087;Johnie;Tidwell;Chinese;Mathematics;Female;No
14088;Johnna;Sanderson;Chinese;Philosophy;Female;No
14089;Johnnie;Bullard;Chinese;Interdisciplinary Studies;Female;No
14090;Johnny;Mcclendon;Chinese;Economics (Arts & Sciences);Female;No
14091;Johnsie;Duarte;Chinese;Italian and International Business;Female;No
14092;Joi;Draper;Chinese;Latin;Female;No
14093;Joie;Meredith;Chinese;Theatre;Female;No
14094;Jolanda;Marrero;Chinese;Combined major in Greek;Female;No
14095;Joleen;Dwyer;Chinese;Psychology;Female;No
14096;Jolene;Abrams;Chinese;Latin American and Iberian Studies;Female;No
14097;Jolie;Stover;Chinese;Combined major in Classics;Female;No
14098;Joline;Goode;Chinese;Physics - Interdisciplinary;Female;No
14099;Jolyn;Fraser;Chinese;Religious Studies;Female;No
14100;Jolynn;Crews;Chinese;Film Studies;Female;No
14101;Jon;Bernal;Chinese;Italian Studies;Female;No
14102;Jona;Smiley;Chinese;LAIS and International Business;Female;No
14103;Jone;Godwin;Chinese;Latin American and Iberian Studies;Female;No
14104;Jonell;Fish;Chinese;Mathematical Economics;Female;No
14105;Jonelle;Conklin;USA;Music;Female;No
14106;Jong;Mcneal;USA;Philosophy, Politics, Economics and Law (PPEL);Female;No
14107;Joni;Baca;USA;Rhetoric and Communication Studies;Female;No
14108;Jonie;Esparza;USA;English;Female;No
14109;Jonna;Crowder;USA;Leadership Studies;Female;No
14110;Jonnie;Bower;USA;American Studies;Female;No
14111;Jordan;Nicholas;USA;Business Administration;Female;No
14112;Jose;Chung;USA;Business Administration;Female;No
14113;Josefa;Brewster;USA;Business Administration;Female;No
14114;Josefina;Mcneill;USA;Business Administration;Female;No
14115;Josefine;Dick;USA;Business Administration;Female;No
14116;Joselyn;Rodrigues;USA;Business Administration;Female;No
14117;Joseph;Leal;USA;Business Administration;Female;No
14118;Josephina;Coates;USA;Business Administration;Female;No
14119;Josephine;Raines;USA;Business Administration;Female;No
14120;Josette;Mccain;USA;Business Administration;Female;No
14121;Joshua;Mccord;USA;Business Administration;Female;No
14122;Josie;Miner;USA;Business Administration;Female;No
14123;Joslyn;Holbrook;USA;Business Administration;Female;No
14124;Josphine;Swift;USA;Business Administration;Female;No
14125;Jovan;Dukes;USA;Business Administration;Female;No
14126;Jovita;Carlisle;USA;Business Administration;Female;No
14127;Joy;Aldridge;USA;Business Administration;Female;No
14128;Joya;Ackerman;USA;Business Administration;Female;No
14129;Joyce;Starks;USA;Business Administration;Female;No
14130;Joycelyn;Ricks;USA;Business Administration;Female;No
14131;Joye;Holliday;USA;Business Administration;Female;No
14132;Juan;Ferris;USA;Economics (Arts & Sciences);Female;No
